0,1,2,3,4,5,6,7,8,9,10
root vegetables,coffee,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
brandy,specialty bar,chocolate,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
pip fruit,waffles,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
shopping bags,curd,,,,,,,,,
dessert,coffee,,,,,,,,,
pork,butter milk,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
chocolate,white wine,,,,,,,,,
citrus fruit,semi-finished bread,yogurt,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,other vegetables,curd,,,,,,,,
pork,domestic eggs,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
beef,whole milk,,,,,,,,,
napkins,bags,,,,,,,,,
soda,other vegetables,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
misc. beverages,coffee,,,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
margarine,napkins,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
pastry,pet care,,,,,,,,,
sausage,frozen potato products,,,,,,,,,
dessert,ham,,,,,,,,,
pastry,soda,instant coffee,,,,,,,,
bottled beer,sausage,cream cheese ,frozen vegetables,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
root vegetables,soda,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
newspapers,chocolate,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
ham,hard cheese,,,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
soda,root vegetables,,,,,,,,,
canned beer,pasta,,,,,,,,,
pip fruit,whole milk,napkins,,,,,,,,
beverages,domestic eggs,soda,butter milk,,,,,,,
other vegetables,organic sausage,cling film/bags,,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
pip fruit,waffles,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
ham,bottled beer,,,,,,,,,
white bread,mustard,,,,,,,,,
liquor,butter milk,,,,,,,,,
spread cheese,newspapers,,,,,,,,,
organic sausage,bottled water,,,,,,,,,
cling film/bags,whipped/sour cream,coffee,,,,,,,,
hard cheese,waffles,misc. beverages,,,,,,,,
dessert,rolls/buns,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
yogurt,soda,,,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pip fruit,pastry,rolls/buns,chocolate,soda,,,,,,
coffee,rolls/buns,soda,,,,,,,,
ham,salt,,,,,,,,,
sausage,white bread,coffee,,,,,,,,
sausage,meat spreads,,,,,,,,,
liver loaf,canned beer,candy,,,,,,,,
yogurt,sparkling wine,,,,,,,,,
liver loaf,whipped/sour cream,,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
domestic eggs,whole milk,rice,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
bottled water,whole milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
hard cheese,liquor,,,,,,,,,
pork,cake bar,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
rolls/buns,whipped/sour cream,bottled beer,,,,,,,,
other vegetables,bottled water,beverages,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,bottled beer,bottled water,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
frozen fish,white bread,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
margarine,yogurt,,,,,,,,,
pastry,bottled water,,,,,,,,,
prosecco,onions,,,,,,,,,
UHT-milk,flour,,,,,,,,,
mustard,curd cheese,,,,,,,,,
pork,butter,,,,,,,,,
chicken,condensed milk,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
hamburger meat,root vegetables,fruit/vegetable juice,,,,,,,,
tropical fruit,coffee,waffles,whipped/sour cream,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
frozen meals,dental care,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
newspapers,beef,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,pot plants,,,,,,,,,
herbs,brown bread,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,soda,,,,,,,,,
canned beer,shopping bags,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
soda,whole milk,oil,,,,,,,,
butter,waffles,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
frankfurter,soda,whole milk,whole milk,flour,,,,,,
yogurt,frozen dessert,,,,,,,,,
mustard,whipped/sour cream,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
rolls/buns,soda,,,,,,,,,
frankfurter,soft cheese,mustard,,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,,
soda,citrus fruit,rolls/buns,,,,,,,,
canned beer,soda,,,,,,,,,
pork,whole milk,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
coffee,soda,photo/film,domestic eggs,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
rolls/buns,napkins,bottled beer,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
whole milk,pastry,,,,,,,,,
bottled water,canned beer,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
butter,ice cream,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,sausage,,,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
soda,frozen dessert,canned fish,,,,,,,,
pastry,coffee,newspapers,,,,,,,,
cream cheese ,semi-finished bread,,,,,,,,,
nut snack,bottled beer,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
soda,cake bar,,,,,,,,,
specialty chocolate,onions,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
soda,whole milk,,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
whipped/sour cream,pastry,,,,,,,,,
napkins,white bread,,,,,,,,,
tropical fruit,whole milk,shopping bags,,,,,,,,
soda,red/blush wine,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
meat,cream cheese ,,,,,,,,,
beverages,soda,,,,,,,,,
whole milk,cat food,,,,,,,,,
ham,whipped/sour cream,ketchup,,,,,,,,
UHT-milk,herbs,butter,oil,,,,,,,
pip fruit,specialty chocolate,liquor,rolls/buns,,,,,,,
sausage,frozen vegetables,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
brown bread,onions,,,,,,,,,
detergent,ham,whole milk,pip fruit,,,,,,,
newspapers,shopping bags,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
sausage,soda,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
curd,root vegetables,pip fruit,whole milk,margarine,,,,,,
citrus fruit,chicken,,,,,,,,,
whole milk,grapes,,,,,,,,,
pork,ice cream,,,,,,,,,
seasonal products,pickled vegetables,,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
misc. beverages,liquor (appetizer),,,,,,,,,
margarine,rolls/buns,root vegetables,,,,,,,,
citrus fruit,cat food,,,,,,,,,
pip fruit,white wine,white wine,,,,,,,,
frankfurter,curd,white bread,rolls/buns,coffee,,,,,,
beef,misc. beverages,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
ham,pork,soda,,,,,,,,
salty snack,soups,brown bread,,,,,,,,
yogurt,hard cheese,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
shopping bags,dessert,other vegetables,bottled water,margarine,,,,,,
other vegetables,coffee,,,,,,,,,
beef,white bread,,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
oil,candy,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
herbs,white bread,,,,,,,,,
ham,newspapers,,,,,,,,,
candles,rolls/buns,other vegetables,rolls/buns,,,,,,,
fish,whole milk,,,,,,,,,
fruit/vegetable juice,herbs,dishes,,,,,,,,
Instant food products,coffee,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
meat,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
soda,whole milk,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
pork,long life bakery product,,,,,,,,,
pastry,whole milk,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,long life bakery product,rum,,,,,,,
pip fruit,bottled water,,,,,,,,,
sausage,brown bread,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
pot plants,pip fruit,,,,,,,,,
sugar,pickled vegetables,fruit/vegetable juice,yogurt,,,,,,,
frankfurter,shopping bags,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
UHT-milk,ice cream,specialty bar,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
curd,brown bread,,,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
margarine,whole milk,,,,,,,,,
beef,misc. beverages,,,,,,,,,
dishes,chewing gum,,,,,,,,,
soda,whole milk,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
citrus fruit,pip fruit,beverages,,,,,,,,
misc. beverages,coffee,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
frankfurter,pip fruit,pip fruit,whole milk,candy,,,,,,
margarine,margarine,,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
chicken,soda,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
root vegetables,specialty cheese,,,,,,,,,
soda,domestic eggs,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
curd,napkins,,,,,,,,,
beef,chocolate,,,,,,,,,
herbs,margarine,rolls/buns,chocolate,,,,,,,
soda,frankfurter,bottled water,chicken,,,,,,,
sausage,hygiene articles,,,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
brown bread,pastry,canned beer,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
dessert,butter,,,,,,,,,
grapes,herbs,,,,,,,,,
whole milk,napkins,flour,,,,,,,,
frozen meals,whole milk,fruit/vegetable juice,butter,chocolate,bottled water,,,,,
soups,specialty cheese,,,,,,,,,
tropical fruit,frozen potato products,vinegar,,,,,,,,
other vegetables,beverages,margarine,,,,,,,,
photo/film,whole milk,,,,,,,,,
ice cream,fruit/vegetable juice,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
instant coffee,onions,processed cheese,dental care,,,,,,,
dessert,other vegetables,,,,,,,,,
sausage,newspapers,,,,,,,,,
pastry,pastry,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
specialty cheese,brown bread,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
chewing gum,coffee,margarine,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
whole milk,onions,,,,,,,,,
beverages,pastry,,,,,,,,,
processed cheese,instant coffee,,,,,,,,,
rice,coffee,,,,,,,,,
dessert,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
sausage,bottled beer,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
yogurt,coffee,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sliced cheese,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
cat food,soda,,,,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
butter,newspapers,,,,,,,,,
seasonal products,salt,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
pork,whole milk,other vegetables,tidbits,coffee,,,,,,
yogurt,beverages,,,,,,,,,
salty snack,curd,,,,,,,,,
oil,flour,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
whole milk,rolls/buns,herbs,beverages,soda,,,,,,
beef,rum,brown bread,,,,,,,,
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
curd,soda,rolls/buns,,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
beef,frozen meals,white bread,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
soda,whole milk,,,,,,,,,
pastry,whipped/sour cream,decalcifier,,,,,,,,
chocolate,liquor,,,,,,,,,
onions,margarine,sweet spreads,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
canned beer,flour,newspapers,,,,,,,,
liquor (appetizer),coffee,bottled beer,,,,,,,,
tropical fruit,butter milk,shopping bags,,,,,,,,
beverages,sausage,,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
turkey,newspapers,,,,,,,,,
rolls/buns,cat food,newspapers,,,,,,,,
root vegetables,sausage,hamburger meat,rum,house keeping products,,,,,,
pork,white bread,domestic eggs,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
frozen dessert,flower (seeds),,,,,,,,,
sausage,curd,yogurt,,,,,,,,
shopping bags,detergent,,,,,,,,,
other vegetables,pasta,whole milk,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
soda,other vegetables,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
root vegetables,ice cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
roll products ,seasonal products,,,,,,,,,
pork,whole milk,,,,,,,,,
canned beer,whipped/sour cream,misc. beverages,,,,,,,,
pork,dessert,,,,,,,,,
rice,dish cleaner,,,,,,,,,
frankfurter,whole milk,instant coffee,bottled water,,,,,,,
bottled water,newspapers,,,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,,
margarine,specialty bar,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
frozen potato products,root vegetables,,,,,,,,,
chicken,candy,sugar,,,,,,,,
meat,soda,cream cheese ,,,,,,,,
sausage,herbs,,,,,,,,,
pork,cookware,root vegetables,canned beer,whole milk,bottled water,oil,whole milk,,,
root vegetables,semi-finished bread,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
softener,margarine,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
whipped/sour cream,pickled vegetables,dish cleaner,,,,,,,,
curd,newspapers,,,,,,,,,
specialty chocolate,whole milk,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
frankfurter,beef,meat,waffles,whole milk,curd,white bread,frozen meals,sugar,,
tropical fruit,curd,,,,,,,,,
pip fruit,butter milk,,,,,,,,,
soda,root vegetables,,,,,,,,,
other vegetables,pastry,,,,,,,,,
soda,shopping bags,other vegetables,rolls/buns,,,,,,,
tropical fruit,whipped/sour cream,specialty chocolate,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
canned beer,detergent,cake bar,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
sausage,domestic eggs,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
ham,meat,,,,,,,,,
shopping bags,soda,,,,,,,,,
other vegetables,rolls/buns,frozen meals,,,,,,,,
whole milk,sausage,pork,coffee,,,,,,,
butter,margarine,,,,,,,,,
pip fruit,sausage,pip fruit,shopping bags,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
canned beer,bottled water,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
margarine,butter milk,,,,,,,,,
canned fruit,whole milk,,,,,,,,,
pip fruit,detergent,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
other vegetables,whole milk,artif. sweetener,,,,,,,,
ham,coffee,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
hard cheese,root vegetables,white bread,,,,,,,,
sausage,yogurt,fruit/vegetable juice,,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
butter milk,brown bread,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
beverages,whole milk,onions,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
bottled water,yogurt,,,,,,,,,
chewing gum,other vegetables,pip fruit,,,,,,,,
bottled water,brown bread,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
condensed milk,pastry,,,,,,,,,
herbs,soda,,,,,,,,,
other vegetables,dessert,,,,,,,,,
yogurt,pasta,,,,,,,,,
grapes,long life bakery product,,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
citrus fruit,yogurt,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
pork,curd,,,,,,,,,
female sanitary products,margarine,,,,,,,,,
sausage,detergent,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
frozen fish,bottled water,,,,,,,,,
citrus fruit,other vegetables,fruit/vegetable juice,specialty bar,canned beer,,,,,,
tropical fruit,pastry,,,,,,,,,
butter milk,margarine,,,,,,,,,
bottled water,frozen chicken,,,,,,,,,
napkins,root vegetables,sliced cheese,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
sausage,frozen meals,,,,,,,,,
sausage,butter,bottled water,,,,,,,,
male cosmetics,hard cheese,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
flour,sugar,,,,,,,,,
beef,potato products,,,,,,,,,
beef,rolls/buns,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
grapes,yogurt,condensed milk,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
chicken,frozen vegetables,candles,,,,,,,,
soda,frankfurter,butter,whole milk,,,,,,,
hard cheese,curd,,,,,,,,,
tropical fruit,cocoa drinks,,,,,,,,,
beverages,candles,,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,sweet spreads,,,,,,,
pork,shopping bags,,,,,,,,,
other vegetables,pip fruit,frozen vegetables,,,,,,,,
other vegetables,canned beer,newspapers,,,,,,,,
butter milk,hygiene articles,,,,,,,,,
napkins,packaged fruit/vegetables,shopping bags,,,,,,,,
frankfurter,napkins,,,,,,,,,
whole milk,flour,,,,,,,,,
frozen fruits,dishes,,,,,,,,,
prosecco,dessert,,,,,,,,,
tropical fruit,butter,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
rolls/buns,tropical fruit,salty snack,specialty bar,,,,,,,
cat food,pet care,oil,,,,,,,,
canned beer,soda,other vegetables,canned vegetables,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
brown bread,dishes,,,,,,,,,
herbs,pip fruit,,,,,,,,,
ham,soda,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
soda,brown bread,,,,,,,,,
beverages,sugar,,,,,,,,,
rolls/buns,cat food,,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
tropical fruit,frozen vegetables,,,,,,,,,
meat,pork,butter milk,cat food,,,,,,,
sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda,,,,
frozen meals,finished products,chocolate,other vegetables,whole milk,packaged fruit/vegetables,napkins,salty snack,,,
soda,misc. beverages,,,,,,,,,
sausage,soda,,,,,,,,,
bottled beer,canned fish,,,,,,,,,
seasonal products,flower (seeds),,,,,,,,,
waffles,whole milk,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
frozen meals,UHT-milk,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
soda,other vegetables,,,,,,,,,
make up remover,shopping bags,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
beef,shopping bags,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,soda,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
whole milk,pork,,,,,,,,,
citrus fruit,shopping bags,shopping bags,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
sausage,soda,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
other vegetables,dessert,,,,,,,,,
pork,soda,,,,,,,,,
pork,beef,yogurt,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
onions,cream cheese ,dishes,,,,,,,,
pastry,curd,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
berries,butter milk,,,,,,,,,
sugar,napkins,,,,,,,,,
curd,coffee,,,,,,,,,
yogurt,pasta,bottled water,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
shopping bags,soda,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
finished products,bottled beer,,,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
margarine,frozen fruits,,,,,,,,,
